Category,Institution,Name,Description,Focus Areas,Contact,Website
Synthetic,St. Gallen Urban Innovation Hub,Elena Fischer,"Elena Fischer is a project manager at the St. Gallen Urban Innovation Hub, specializing in Smart City Projects. Her work focuses on implementing sustainable urban mobility solutions and integrating smart technology systems to improve city livability and resource efficiency in St. Gallen and other European cities.",Smart City Projects,elena.fischer@sgurbanhub.ch,https://www.st.gallenurbaninnovationhub.ch
Synthetic,St. Gallen Institute of Urban Studies,Lukas Meier,"Lukas Meier is a leading expert in urban development, focusing on sustainable city planning and smart infrastructure integration. He works at the St. Gallen Institute of Urban Studies, where he leads projects aimed at enhancing urban resilience and environmental sustainability in European cities.",Urban Development,lukas.meier@sgius.ch,https://www.st.galleninstituteofurbanstudies.ch
Synthetic,University of St. Gallen - Urban Development Research Center,Claudia Fischer,"Claudia Fischer is a renowned expert in urban development, specializing in sustainable urban mobility and green infrastructure. She heads the Urban Development Research Center at the University of St. Gallen, where she leads initiatives to integrate eco-friendly transportation solutions and develop green urban spaces to enhance quality of life in urban areas.",Urban Development,claudia.fischer@udrc.unisg.ch,https://www.universityofst.gallen-urbandevelopmentresearchcenter.ch
Synthetic,University of St. Gallen,Lukas Meier,"Lukas Meier is a leading researcher at the University of St. Gallen, specializing in Smart Infrastructure. His work focuses on the integration of IoT technologies and sustainable energy solutions to enhance urban environments. Lukas has contributed significantly to projects aimed at making cities more efficient and environmentally friendly through smart infrastructure innovations.",Smart Infrastructure,lukas.meier@unisg.ch,https://www.universityofst.gallen.ch
Synthetic,Institute of Smart Technologies St. Gallen,Anja Keller,Anja Keller is a renowned expert in Smart Infrastructure at the Institute of Smart Technologies St. Gallen. Her research focuses on the development of intelligent transportation systems and the integration of renewable energy sources within urban infrastructure. Anja's work aims to create sustainable and efficient urban environments by leveraging data analytics and advanced IoT solutions.,Smart Infrastructure,anja.keller@istg.ch,https://www.instituteofsmarttechnologiesst.gallen.ch
Synthetic,University of St. Gallen,Lukas Meierhofer,"Lukas Meierhofer is a leading expert in Industry Representation, focusing on the integration of technological advancements into traditional industry sectors. At the University of St. Gallen, he conducts research on policy development and strategic industry partnerships to foster collaboration between academia and industry.",Industry Representation,lukas.meierhofer@unisg.ch,https://www.universityofst.gallen.ch
Synthetic,"Institute for Industry Innovation, St. Gallen",Claudia Schmid,"Claudia Schmid is a renowned expert in Industry Representation. At the Institute for Industry Innovation, she leads efforts to bridge the gap between emerging industries and regulatory frameworks. Her research focuses on developing strategies for sustainable industrial growth and fostering public-private partnerships.",Industry Representation,claudia.schmid@iii-stgallen.ch,"https://www.instituteforindustryinnovation,st.gallen.ch"
Synthetic,University of St. Gallen,Lukas Meier,Lukas Meier is a professor at the University of St. Gallen specializing in innovative education methodologies and vocational training. He leads several research projects focused on integrating digital tools into traditional learning environments and developing new training programs for continuous professional development.,Education & Training,lukas.meier@unisg.ch,https://www.universityofst.gallen.ch
Synthetic,St. Gallen Institute of Education and Training,Sophie Müller,Sophie Müller is an expert in curriculum development and pedagogical innovation at the St. Gallen Institute of Education and Training. She researches competency-based education models and designs training programs that incorporate experiential learning and technology-enhanced teaching strategies to improve learner engagement and outcomes.,Education & Training,sophie.mueller@sgiet.ch,https://www.st.galleninstituteofeducationandtraining.ch
Synthetic,St. Gallen Management Consulting Group,Lukas Müller,"Lukas Müller is a leading expert in strategic management consulting, specializing in organizational transformation and leadership development. He has over 15 years of experience working with multinational corporations to optimize their business processes and enhance competitive advantage. Currently, he leads a team at the St. Gallen Management Consulting Group, focusing on innovative solutions in consultancy for businesses across Europe.",Consulting,lukas.mueller@sgmcg.ch,https://www.st.gallenmanagementconsultinggroup.ch
Synthetic,St. Gallen Institute for Business Consulting,Clara Schmid,"Clara Schmid is a renowned consultant specializing in digital transformation and innovation strategies. With over 12 years of experience, she helps organizations in Europe integrate new technologies to streamline operations and enhance customer engagement. Clara leads several research projects at the St. Gallen Institute for Business Consulting, where she focuses on sustainable consultancy practices and their impact on business growth.",Consulting,clara.schmid@sgibc.ch,https://www.st.galleninstituteforbusinessconsulting.ch
Synthetic,University of St. Gallen,Lukas Baumgartner,"Lukas Baumgartner is a distinguished expert in Networking, focusing on the development of efficient network protocols and security measures. He leads a research group at the University of St. Gallen, where he explores innovative solutions for enhancing data transmission and network infrastructure resilience.",Networking,lukas.baumgartner@unisg.ch,https://www.universityofst.gallen.ch
Synthetic,St. Gallen Institute of Technology,Isabelle Keller,"Isabelle Keller is a leading expert in Networking at the St. Gallen Institute of Technology. Her work focuses on the design and optimization of wireless communication networks, with a particular emphasis on next-generation 5G and IoT technologies. She is renowned for her contributions to improving network efficiency and scalability, making significant advancements in the field of distributed network architectures.",Networking,isabelle.keller@sgit.ch,https://www.st.galleninstituteoftechnology.ch
Synthetic,University of St. Gallen,Lukas Meier,Lukas Meier is a leading researcher and lecturer at the University of St. Gallen specializing in Social Partnership. His work focuses on fostering collaborative relationships between labor organizations and employers to enhance workplace efficiency and employee well-being. He has published numerous articles on the impact of social partnerships in the Swiss industrial sector and regularly consults on strategies for effective labor-management cooperation.,Social Partnership,lukas.meier@unisg.ch,https://www.universityofst.gallen.ch
Synthetic,"Institute for Labor Relations, St. Gallen",Sophie Müller,Sophie Müller is a distinguished expert in Social Partnership at the Institute for Labor Relations in St. Gallen. Her research focuses on the development and implementation of cooperative frameworks between trade unions and management. Sophie has authored several influential studies on the role of social dialogue in enhancing organizational resilience and productivity. She frequently collaborates with international organizations to promote best practices in labor relations.,Social Partnership,sophie.mueller@ialrsg.ch,"https://www.instituteforlaborrelations,st.gallen.ch"
